ObjectId,Country/Region,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
61,Algeria,DZ,DZA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,1,19.235,19.4,19.4,10,10,8
62,Algeria,DZ,DZA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,10.2,10.2,10.2,10.2,10,10,10
63,American Samoa,AS,ASM,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,169.587,172.985,181.049,188.165,188.084,188.896,187.781,185.958,185.878,173.575,158.082,155.116,155.119,153.873,154.762,161.392,167.799,161.992,161.992,165.102,165.114
64,American Samoa,AS,ASM,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,40.14,40.14,40.14,40.14,38.54,38.54,38.82,38.82,38.82,38.82,25.17,43.17,34.17,34.17,34.17,34.17,33.21,39.71,39.71,39.71,39.71
65,American Samoa,AS,ASM,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,0.267,1.409,2.419,2.363,2.494,3.125,4.832,4.832,4.907,4.907
66,American Samoa,AS,ASM,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,2.416,2.416,2.416,2.416,3.92,4.27,5.16,5.16,5.16
67,Americas,,AMETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,78385.316,76001.667,82436.536,84224.831,86449.015,89227.327,90241.325,95895.123,96268.621,101416.814,113408.771,117171.352,124345.792,134560.175,143991.077,148156.252,150833.338,154729.272,155646.128,151660.553,152280.099
68,Americas,,AMETMP,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,13060.325,13606.827,13864.531,14361.918,15239.408,16238.915,16793.257,18271.728,19423.911,20859.929,23537.378,25046.17,27298.725,30869.861,32220.912,33595.828,35049.844,35685.485,35873.568,36081.869,36474.732
69,Americas,,AMETMP,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,3424939.88,3341960.85,3429003.185,3496359.846,3577279.277,3702858.958,3688416.938,3788732.525,3793042.497,3565991.513,3785026.322,3701318.298,3741139.19,3748489.146,3774029.78,3765127.923,3664399.712,3504387.932,3648662.88,3548165.994,3341778.235
70,Americas,,AMETMP,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,726054.504,767556.357,828947.277,879295.702,894724.246,910682.017,920162.879,926942.501,938220.118,951298.749,967369.0612,975720.2022,973679.988,970189.162,973010.887,962237.396,963566.029,963700.8456,977580.457,974129.894,970260.788
71,Americas,,AMETMP,Electricity Generation,Geothermal energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,22603.429,22150.986,22770.509,23765.752,24688.027,26729.896,26084.57,27393.36,27262.438,27121.742,27472.276,27726.695,27709.487,28540.8,28789.228,28985.418,28749.287,28630.748,28330.769,28328.473,28277.001
72,Americas,,AMETMP,Electricity Installed Capacity,Geothermal energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,4008.8,3419.8,3512,3528,3540,3694,3708.2,3701.4,3719.4,3873.8,3896.8,3874.6,4071.6,4070.6,3964.1,4087.96,4072.46,4156.96,4141.96,4350.2,4383.2
73,Americas,,AMETMP,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,1203553.451,1077421.152,1191573.561,1207192.434,1227578.626,1283879.816,1323251.905,1314728.808,1347701.152,1362741.849,1344906.923,1470406.5,1413737.426,1390532.419,1368600.474,1330427.812,1381839.418,1418488.349,1398276.508,1358823.098,1401694.25
74,Americas,,AMETMP,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,270074.012,271220.354,276000.664,279836.946,284006.53,287926.213,292339.75,297946.95,300338.276,302905.704,310760.613,314986.687,317503.803,320275.831,326419.607,334458.522,346907.828,351363.304,357180.035,362847.257,363512.541
75,Americas,,AMETMP,Electricity Generation,Marine energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,32,32,32,33,31,28,19,23,15,30,28,26,27.001,15.002,16.002,13.002,19.012,6.012,20.012,1.012,0.011
76,Americas,,AMETMP,Electricity Installed Capacity,Marine energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,20,20,20,20,20,20,20,20,20,20,20,20,20.1,20.19,20.24,20.055,20.09,20.09,20.05,20.05,20.05
77,Americas,,AMETMP,Electricity Generation,Nuclear,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,890961.108,899362.638,909448.812,894136.289,932399.603,930299.301,946470.009,960103.988,964926.968,951920.669,957162.041,947113.28,927194.561,958899.589,968433.403,965447.034,976063.046,972498.496,977861.797,979772.901,956273.151
78,Americas,,AMETMP,Electricity Installed Capacity,Nuclear,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,112824,113123,113662,114214,116823,117723,118069,118001,118490,118059,118222,118457,119663,117681,117517,117935,118951,119015,118845,117618,119385.8
79,Americas,,AMETMP,Electricity Generation,Other non-renewable energy,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,19287.75,18218.388,19816.817,20216.524,20287.012,19404.301,19219.177,18968.631,18206.306,19980.532,22046.897,24949.663,25950.729,26445.94,27016.066,25538.245,25955.421,25305.097,37257.239,38533.327,28827.41
80,Americas,,AMETMP,Electricity Installed Capacity,Other non-renewable energy,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2043.5,1720.5,2070,2004.5,1986.5,2125,2130.5,2055.5,2161,2145.5,2114.11,2010.61,3128.53,3680.53,4151.33,3022.83,3040.33,3817.33,6850.78,7088.3,7454.9
81,Americas,,AMETMP,Electricity Generation,Pumped storage,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,27004.408,26626.445,24894.852,27273.333,27029.446,26023.542,26275.796,26602.921,25930.26,23645.914,24729.322,23499.805,20605.766,20016.727,20887.876,21038.548,23377.66,23686.66,22457.449,21496.977,21864.648
82,Americas,,AMETMP,Electricity Installed Capacity,Pumped storage,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,20673,20817,21524,21673,21915,22498,22612,23037,23009,23311,19662,19740,19813,19834,19924,20014,20175,20207,20227,20176,23120.3
83,Americas,,AMETMP,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,743.458,826.612,877.482,899.681,1010.177,1181.876,1359.712,1757.684,2193.373,2714.884,4323.321,7023.961,11505.44,18210.229,29404.97,41720.106,59814.401,83507.169,105129.716,128023.788,163821.928
84,Americas,,AMETMP,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,620.522,490.367,492.671,721.42,795.613,932.013,1159.773,1515.982,1712.997,2280.294,3780.539,6502.562,9817.303,14843.338,20475.515,28150.92,40770.054,52455.554,64730.413,79620.412,99613.835
85,Americas,,AMETMP,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,6151.696,7510.772,11370.884,12614.239,15837.207,20031.338,30009.607,39058.935,61445.036,83563.603,108577.134,137077.395,165161.982,202767.638,231462.324,260200.914,315988.181,355492.096,387911.962,426318.688,482430.482
86,Americas,,AMETMP,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,2576.508,4146.025,4732.294,6492.625,7114.525,9594.225,13264.545,18908.835,27708.155,39105.555,45105.775,53734.28,70159.28,73582.412,84020.344,98302.961,111801.529,121353.366,134068.612,146176.938,164865.875
87,"Andorra, Principality of",AD,AND,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,1,1,4,19,15.7,19,12.7,12.3,11.676,12.904,13.392,13.809,14.161,17,20.511,21.544,19.833
88,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
89,"Andorra, Principality of",AD,AND,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,0.902,4.231,5.072,5.576,3.817
90,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,,,2,1.7,1.7,1.7,1.7
91,"Andorra, Principality of",AD,AND,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,80,80,80,80,93,84,70,57,63,62,100,78.9,76.182,101.779,113.416,85.671,84.355,85.099,114.358,85.597,121.398
92,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,30,30,30,30,30,30,30,30,46,46,46,46,46,46,46,46,46,46,46,46,46
93,"Andorra, Principality of",AD,AND,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,0.199,0.242,0.261,0.508,0.561,0.723,0.938
94,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,0.186,0.226,0.244,0.489,1.09,1.989,2.927
95,Angola,AO,AGO,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,36,42,155,200,200,200,200
96,Angola,AO,AGO,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,,,,,,,,,,,,,,51,51,51,51,51,51,51
97,Angola,AO,AGO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,720.6072109,832.2092712,832.2092712,932.2092712,739.4605589,739.4605589,843.144213,943.144213,1154.511065,1850.758065,2080.522229,2059.531246,3104.501615,5823.746689,6188.882908,6365.253713,6299.595864,4996.163617,4996.163617,4996.163617,4996.163617
98,Angola,AO,AGO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,194.2,197.4,197.4,197.4,199.4,199.4,200.416,230.416,232.516,232.516,388.516,543.816,831.316,1204.016,1318.516,1376.516,1384.516,1866.856,2116.856,2136.856,2136.856
99,Angola,AO,AGO,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,900.29,1010.274,1130.254,1230.578,1730.338,2200.298,2540.269,2880.211,3182.131,3335.601,3685.589,4042.915,3839.829,3638.555,5039.928,5039.928,6286.126,8844.173,11322.922,12562.297,13801.672
100,Angola,AO,AGO,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,235.579,235.579,235.579,235.579,495.579,495.579,495.579,755.579,787.579,787.579,787.579,787.579,873.179,953.179,969.179,969.179,1700.439,2393.279,3061.279,3395.279,3729.279
101,Angola,AO,AGO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,0.048,0.265,0.347,0.594,0.874,1.125,3.775,6.811,7.526,10.079,10.96,13.637,15.335,16.986,18.271,18.271,18.271,18.271,18.271,18.271
102,Angola,AO,AGO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,,0.034,0.186,0.245,0.419,0.616,0.793,2.659,4.796,5.3,7.098,7.718,9.604,10.799,11.962,12.867,13.377,13.377,13.377,13.377,13.377
103,Anguilla,AI,AIA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2022-09-28; IMF Staff Calculations.",,,,45.8,53.606,55.2,58.388,62,72.041,76.507,88.999,89.502,91.223,98.569,95.391,89.475,88.562,89.503,92.264,102.024,100.268,100.515,105.812,105.812
